[[3.8598 3.304  3.7333 3.9377 3.0223 3.15   2.7923]
 [3.4786 2.0487 2.8057 3.8886 3.479  3.4597 1.9473]
 [3.1237 3.3708 2.7938 3.5442 4.6003 3.4007 0.4956]
 [3.4369 1.7997 3.7958 2.0941 4.1782 2.2727 0.7635]
 [1.7768 2.8291 2.9778 2.2792 3.7567 1.8583 0.0755]
 [0.9169 2.1605 1.4143 1.3682 1.3902 0.5681 0.6751]]
