[[1.7093 0.2777 0.6633 1.2734 0.9442 0.1802 2.5949]
 [4.5455 1.0413 0.3594 0.7143 2.2432 1.2535 1.3875]
 [5.9583 2.4763 0.8575 2.058  1.9174 1.6572 2.9846]
 [1.8865 3.285  3.0841 2.7281 1.7168 2.2428 3.6648]
 [1.3011 0.6762 1.8321 1.7851 2.9003 2.9933 2.2439]
 [1.704  1.1924 0.71   1.4331 0.871  1.6019 1.9243]]
