[[0.6791 0.0269 0.7722 0.3621 0.5086 0.4399 0.1776]
 [0.1469 0.8912 0.4229 0.1799 0.6265 0.8008 0.5298]
 [0.9189 1.625  0.6008 1.0677 0.7131 0.8467 0.3882]
 [0.6666 1.1975 1.6325 1.6187 1.2929 0.9694 0.8434]
 [0.5052 0.595  0.3906 0.1274 1.8636 1.5514 0.6385]
 [2.5015 1.7425 1.7075 0.7231 0.8298 1.4231 0.3748]]
