[[1.7454 2.4201 4.8655 4.6423 2.6931 2.6327 2.0455]
 [0.0779 1.9972 3.8476 5.4383 2.4964 3.1706 1.5009]
 [1.5274 3.0885 3.3418 4.4544 3.7229 3.0452 2.3527]
 [1.573  0.5192 4.121  3.8807 4.3499 2.2304 2.7301]
 [0.2788 2.3845 2.614  4.7283 2.6552 3.538  2.4358]
 [1.0273 0.8411 2.559  4.6369 2.6599 3.3181 4.1335]]
