MolID	1	2	3	4	5	6	7	8	9	10	11	12	13	14
543	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
735	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
736	nan	0.550680	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
123	nan	0.550680	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
114	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
760	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
506	nan	0.550680	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
187	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
380	nan	0.550680	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
383	nan	0.275990	0.428420	0.561710	0.415660	0.322890	0.224040	0.592550	0.411440	0.200730	0.218280	0.432170	0.503020	0.348130	0.481570
6	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
136	nan	nan	nan	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
715	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
79	nan	nan	nan	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
87	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
345	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
605	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
94	nan	nan	nan	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
288	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
225	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
355	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
292	nan	nan	nan	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
486	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
122	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
41	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
299	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
755	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
568	nan	0.253100	0.557290	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
58	nan	nan	nan	0.338270	0.417180	0.204250	0.547200	0.650070	0.483660	0.307870	0.356100	0.168430	0.524930	0.451230	0.389390
256	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
641	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
386	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
387	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
450	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
68	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
134	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
9	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
588	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
274	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
730	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
798	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
32	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
608	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
162	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
35	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
481	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
42	nan	0.808460	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
498	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
563	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
499	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
374	nan	0.449800	0.613050	0.809000	0.617640	nan	0.649220	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
379	nan	nan	0.710530	0.586170	0.632600	0.660770	0.441780	0.669950	0.320650	0.564710	0.471700	0.321470	0.183470	0.407640	0.236640
513	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
193	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
391	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
135	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
12	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
591	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
337	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
542	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
287	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
800	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
674	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
164	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
39	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
169	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
431	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
304	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
111	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
50	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
691	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
370	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
440	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
313	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
188	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
190	nan	nan	0.420100	0.270020	0.532900	0.404700	0.422880	0.457380	0.523230	0.427040	0.280990	0.488080	0.177430	0.348010	0.485520
517	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
69	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
775	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
582	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
329	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
651	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
587	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
528	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
661	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
405	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
23	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
726	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
156	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
606	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
799	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
160	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
676	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
490	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
300	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
686	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
497	nan	0.740580	nan	nan	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
564	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
572	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
574	nan	0.540610	0.436660	0.426620	0.322610	0.378140	0.492530	0.326010	0.452160	0.280420	0.184090	0.488780	0.260250	0.188540	0.329430
448	nan	0.762770	0.539070	0.497910	0.559550	0.869010	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
65	nan	0.762770	0.539070	0.497910	0.559550	0.869010	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
130	nan	0.762770	0.539070	0.497910	0.559550	0.869010	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
259	nan	0.499910	nan	0.703890	0.586190	0.767450	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
525	nan	0.762770	0.539070	0.497910	0.559550	0.869010	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
143	nan	nan	nan	0.703890	0.586190	0.767450	0.351640	0.416610	0.432970	0.372740	0.372030	0.338950	0.374920	0.306350	0.244090
