conc  6.0   12.0  18.0  25.0  31.0  37.0  43.0
eps                                           
3.5   77.0  87.0  92.0  94.0  95.0  95.0  97.0
4.0   92.0  94.0  93.0  90.0  88.0  90.0  87.0
4.5   82.0  68.0  59.0  51.0  58.0  60.0  59.0
5.0   60.0  69.0  78.0  83.0  72.0  59.0  58.0
5.5   78.0  88.0  90.0  86.0  73.0  52.0  62.0
6.0   79.0  87.0  89.0  78.0  61.0  55.0  66.0
