MolID	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
514	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
67	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
454	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
584	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
658	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
213	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
599	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
727	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
88	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
538	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
26	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
481	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
357	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
550	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
424	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
105	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
748	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
692	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
436	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
631	nan	0.647220	0.691600	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
632	nan	0.511270	0.724680	nan	0.504110	0.561650	0.188300	0.359390	0.376600	0.248670	0.441450	0.432550	0.299810	0.360940	0.294050
193	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
771	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
326	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
712	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
141	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
464	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
339	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
340	nan	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
533	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
