0 0.9825 0.0063
50000 0.4203 0.0202
100000 0.0765 0.0101
150000 0.0379 0.0084
200000 0.0246 0.0061
250000 0.0176 0.0055
500000 0.0058 0.0026
750000 0.0034 0.0022
1000000 0.0019 0.0016
1250000 0.0011 0.0013
1500000 0.0015 0.0013
1750000 0.0007 0.0009
2000000 0.0009 0.0014
2500000 0.0006 0.0008
3000000 0.0001 0.0004
3500000 0.0007 0.0009
4000000 0.0003 0.0005
4500000 0.0004 0.0007
5000000 0.0003 0.0007
