0 0.0016 0.0020
50000 0.4401 0.0213
100000 0.6221 0.0543
150000 0.7172 0.0389
200000 0.7598 0.0312
250000 0.7807 0.0508
500000 0.8184 0.0559
750000 0.8335 0.0451
1000000 0.8107 0.0498
1250000 0.7922 0.0564
1500000 0.7756 0.0671
1750000 0.7856 0.0548
2000000 0.7626 0.0542
2500000 0.7542 0.0420
3000000 0.7172 0.0478
3500000 0.7126 0.0625
4000000 0.6898 0.0549
4500000 0.6818 0.0693
5000000 0.6503 0.0900
